影院名称,国家编码,在系统商的编码,系统商
时代凤凰国际影城（胜芳店）,13062406,13062406,HuoFengHuang2
卢米埃长楹天街影城,11050741,,VISTA
恒荣半岛国际影城,50260201,50260201,ManTianXing
宁晋红帆国际影城,13091201,,Flamingo
上海比高电影城（宝山店）,31194301,20003459,DingXin
青岛金逸悦荟店,37034701,1128,VISTA
乌鲁木齐奥斯卡昊元上品店,65010411,,中鑫汇科
奕锋影视城,32026801,,ManTianXing
遂昌凯新时代影城,33082401,33082401,HuoFengHuang2
马鞍山和洲影城,34051801,34051801,HuoFengHuang2
东北亚影城,23118111,,HuoFengHuang2
玉溪人民影城,53240101,53240101,HuoFengHuang2
开明大戏院,32020302,,ManTianXing
双城市嘉亿影城,23013901,23013901,HuoFengHuang2
丽水万地国际影城,33081701,33081701,HuoFengHuang2
嘉兴恒大影城,33033701,33033701,HuoFengHuang
临沂沂水华彩国际影城,37082601,,中鑫汇科
铜川高景国际影城老区店,61020201,,DingXin
铜川高景国际影城正阳店,61020301,,DingXin
横店影城内蒙古乌兰察布店,15071071,,DingXin
常州环卓时代凤凰影城,32043411,32043411,HuoFengHuang2
卢米埃盐城聚龙湖金鹰影城,32084011,1021,VISTA
上海比高电影城锦绣店,31127501,20003669,DingXin
杭州西田cc影城闲林店,33019261,,DingXin
金逸影城广州二沙岛店,44009301,1014,VISTA
新世纪影城文西店,37027081,20003441,DingXin
呈贡时光影城,53013901,53013901,HuoFengHuang2
孟连时光影城,53080501,53080501,HuoFengHuang2
铜仁中天凤凰影城,52220701,,HuoFengHuang2
普洱思茅时光影城,53080101,53080101,HuoFengHuang2
景洪时光影城,53280101,53280101,HuoFengHuang2
青岛百老汇影城百丽广场店,37034201,20002632,DingXin
重庆百丽宫影城协信店,50030221,20003446,DingXin
UME影城（金牛店）,51010191,51010191,HuoFengHuang2
武侯横店电影城,51019971,,DingXin
东莞恒大影城,44108301,44108301,HuoFengHuang
烟台皇冠电影城,37053301,37053301,ManTianXing
株洲横店电影城（大汉店）,43021701,,DingXin
合肥沃美影城（北城店）,34016001,34016001,HuoFengHuang2
帕加尼国际影城,32043711,,HuoFengHuang2
保利万和时光影城永川店,50180121,,DingXin
中影星美陵川信达店,14062371,20003485,DingXin
多米诺金字塔国际影城,15221101,,ManTianXing
云幕国际影城（西乡店）,44011351,44011351,ManTianXing
满洲里横店电影城,15101151,20003486,DingXin
任丘横店电影城,13072501,,DingXin
任丘蕾莎影城,13072201,,HuoFengHuang2
完美世界影城翡翠湾店（原17.5影城）,53014901,53014901,HuoFengHuang2
徐州银座影院,32070801,,ManTianXing
临沭步行街鲁信影院,37087001,37087001,HuoFengHuang2
武汉耀莱成龙国际影城（光谷店）,42019101,20003494,DingXin
金宇北方影城,21070121,,DingXin
福州红星太平洋影城,35014161,20003526,DingXin
金逸中山远洋城IMAX店,44113501,,VISTA
德宏天龙时代影城,53310201,20002788,Flamingo
林州嘉和影城,41052201,,DingXin
帝一国际影城,41151901,,DingXin
大庆环球时代影城乘风巨幕店,23050431,,HuoFengHuang2
新疆五星国际影城,65901021,,DingXin
建湖国际电影城,32081701,,中鑫汇科
泗阳红石影城,32121211,,中鑫汇科
沈阳一方横店电影城,21010821,20003501,DingXin
柳州鹿寨文轩影城,45020111,45020111,ManTianXing
SFC上影（房山缤纷城店）,11110751,,HuoFengHuang
汉鼎宇佑影城（星影店）,33019281,20004500,DingXin
东方影城,32028211,32028211,ManTianXing
宜兴上影国际影城,32036711,,DingXin
泗阳艾米电影城,32120701,,中鑫汇科
保利国际影城昆明滨江俊园店,53015001,20003513,DingXin
清华大学清华礼堂,00000002,,OneNineZeroFive
中国人民大学（如论讲堂＆八百人大教室）,00000003,,OneNineZeroFive
中国农业大学曾宪梓报告厅,00000029,,OneNineZeroFive
华北电力大学（北京）教三报告厅,00000022,,OneNineZeroFive
北京第二外国语学院竞先厅,00000020,,OneNineZeroFive
中国民族大学大礼堂,00000030,,
东华大学锦绣会堂,00000021,,OneNineZeroFive
华东理工大学800人剧场,00000024,,OneNineZeroFive
华东师范大学思羣堂,00000025,,
上海海事大学大礼堂,00000027,,VISTA
上海师范大学大剧院,00000004,,OneNineZeroFive
上海政法学院庸夫楼218剧场,00000005,,OneNineZeroFive
哈尔滨工业大学主楼大礼堂,00000006,,OneNineZeroFive
哈尔滨工程大学启航剧场,00000007,,OneNineZeroFive
黑龙江大学音乐厅,00000008,,OneNineZeroFive
西安电子科技大学活动中心小剧场,00000009,,OneNineZeroFive
西北政法大学书香影院,00000010,,OneNineZeroFive
电子科技大学成电影院,00000011,,OneNineZeroFive
南京工业大学光影剧院,00000012,,OneNineZeroFive
横店影城昆明呈贡店,53015101,20003521,DingXin
韶关南雄新城影城,44050601,44050601,HuoFengHuang2
艾美影城,23010421,23010421,HuoFengHuang2
盛禾橙天嘉禾影城,53260801,,ManTianXing
SFC上影（西安曲江龙湖店）,61015901,,HuoFengHuang
SFC上影（长沙绿地中央广场店）,43015701,,HuoFengHuang
SFC上影(无锡人民路店),32037211,,DingXin
乌鲁木齐八钢幸福影城,65010611,4,OneNineZeroFive
伊宁影谷奥斯卡影城,65400211,20,OneNineZeroFive
伊犁新源百老汇国际影城,65402511,22,OneNineZeroFive
贵州六盘水香榭影院,52021501,,中鑫汇科
新疆人民剧场,65010201,,ManTianXing
青剧小桥影城,63010402,,DingXin
环球影城惠州大亚湾店,44083501,44083501,HuoFengHuang2
卢米埃武汉凯德1818影城,42019801,,VISTA
涡阳横店电影城,34151001,,DingXin
武汉横店电影城（汇和店）,42019601,20003530,DingXin
黔江联娱国际影城,50140401,,ManTianXing
SFC上影（杭州龙湖店）,33019291,,DingXin
三门峡市黄河影城,41110101,20004233,DingXin
渭南奥斯卡国际影城,61050701,,HuoFengHuang2
阜南帕加尼国际影城,34101101,34101101,HuoFengHuang2
海润金亿电影城,15030881,15030881,ManTianXing
星辉电影公园,65010207,,ManTianXing
美亚巨幕影城,65010511,,OneNineZeroFive
103电影公园,65013041,,ManTianXing
中影煌泰国际影城演武广场店,36014201,,HuoFengHuang2
三鑫▪亚龙湾影院,64011802,,ManTianXing
保利国际影城苏州万家邻里店,32029011,20003539,DingXin
新密横店影城,41015601,20003548,DingXin
汕头横店电影城,44032201,20003544,DingXin
乐山横店电影城,51147101,,DingXin
六盘水横店电影城,52021701,20003541,DingXin
镇江丹徒宝龙横店电影城,32053211,,DingXin
孝感中影凤凰国际影城,42071901,42071901,HuoFengHuang2
嘉星影城（会展店）,23010331,23010331,HuoFengHuang2
名人影城,33075701,33075701,HuoFengHuang2
芜湖比高电影院,34023101,20003546,DingXin
星星国际影城南京荣盛时代广场店,32017511,32017511,ChenXing
浙江海洋大学,00000032,,OneNineZeroFive
济南市恒大影城恒大城店,37027101,37027101,HuoFengHuang
临沂恒大影城,37087081,37087081,HuoFengHuang
天津红星太平洋影城,12020741,20003579,DingXin
濮院银河电影城,33033901,33033901,HuoFengHuang2
恩施高德影城,42111001,,中鑫汇科
淄博大商影城,37047031,,DingXin
观者城市影城,35084121,,DingXin
佛山星空影院,44136901,44136901,HuoFengHuang2
平顶山中影国际影城新丹尼斯店,41042401,,ManTianXing
卢米埃沈阳万象汇影城,21010841,,VISTA
济宁嘉祥盛视达影城,37071401,37071401,HuoFengHuang2
冷杉欢腾影城（深圳店）,44011381,,HuoFengHuang2
嘉裕影城渝北双龙店,50120221,,DingXin
星美国际影城（涡阳红旗店）,34150701,,ManTianXing
星美国际影城（涡阳万隆店）,34150801,,ManTianXing
株洲中传国际影城,43021801,43021801,HuoFengHuang2
常州乐糖影城,32044111,32044111,HuoFengHuang2
钦州恒大影城,45070071,45070071,HuoFengHuang
观者国际影城,35014201,,ManTianXing
明水电影城,37022501,,HuoFengHuang2
张家港上影国际影城,32029041,,DingXin
金棕榈中都益新影城,13016801,13016801,ChenXing
太康环球国际影城,41162101,41162101,HuoFengHuang2
中影星尊国际影城,52032401,,Flamingo
成都海上明珠影城,51011021,,VISTA
济南恒大绿洲影城,37027111,37027111,HuoFengHuang
星城时代电影城,44001161,,ManTianXing
天长横店电影城,34062001,,DingXin
深圳东影南国影城沙井店,44011261,20003293,DingXin
越界影城IMAX石桥铺店,50070121,20003574,DingXin
黄石华夏国际影城（摩尔城店）,42021901,42021901,HuoFengHuang2
七彩国际影城,23010221,,ManTianXing
邹平大商影城,37157011,,DingXin
太原恒大影城,14012521,14012521,HuoFengHuang
卢米埃昆山金鹰影城,32029071,,VISTA
三门峡合鑫横店影院,41121301,,DingXin
信阳中星国际影城,41151201,,ManTianXing
金逸襄阳影城,42102201,1004,VISTA
浙江财经大学东方学院,00000031,7,OneNineZeroFive
晋江华彩万星影城,35053001,,Flamingo
泗洪县新星影剧院,32120302,20003537,DingXin
济南耀莱成龙国际影城（绿地店）,37027121,20003607,DingXin
安平金棕榈环视国际影城,13082701,20003588,DingXin
湖州南浔环球时代影城,33022801,33022801,HuoFengHuang2
贝加尔国际影城,15101121,,DingXin
融信源华夏天山影城,65010631,33,OneNineZeroFive
乌鲁木齐地王戛纳国际影城,65013021,17,OneNineZeroFive
雅山星空汽车电影公园,65013051,30,OneNineZeroFive
鹰潭恒大绿洲影城,36060901,36060901,HuoFengHuang
保利国际影城昆明南亚店,53011801,,DingXin
迪影国际影城清远店,44181201,,ManTianXing
中影乐达国际影城滕州店,37097021,37097021,HuoFengHuang2
福德国际影城,51099511,,ManTianXing
荔波环球国际影城,52270701,,HuoFengHuang2
井研县太平洋电影城,51140501,,DingXin
南昌恒大影城恒大城店,36014401,36014401,HuoFengHuang
博纳国际影城土桥店,11080771,11080771,HuoFengHuang2
哈尔滨畅想电影城,23016101,23016101,ChenXing
先锋时代影城,12070731,,HuoFengHuang2
中影星美国际影城（宁乡店）,43015301,,ManTianXing
大理Ace影城,53292101,,HuoFengHuang2
汝南奥斯卡国际影城（珈恩店）,41172901,,中鑫汇科
DMG国际影城（新乡店）,41071801,41071801,HuoFengHuang2
营口辽河大剧院,21080102,,Flamingo
青岛金太狼4K国际影城,37037091,37037091,ChenXing
芒果长浩影城,43071601,,OneNineZeroFive
毕节市星天地国际影城,52241301,,ManTianXing
蚌埠耀莱成龙国际影城（二马路店）,34031601,20003671,DingXin
宣威影城,53031501,53031501,ManTianXing
上海立信会计金融学院,00000028,11,OneNineZeroFive
南昌恒大影城名都店,36014501,36014501,HuoFengHuang
郴州恒大影院,43102401,43102401,HuoFengHuang
龙岩市观者国际影城,35074491,,DingXin
中数华昇巨幕影城广州萝岗店,44001221,44001221,ManTianXing
集安市高句丽影院,22050601,20003454,DingXin
醉美影城,12250681,12250681,HuoFengHuang2
劝业影院,15023241,,ManTianXing
汉中环球国际影城,61071501,,DingXin
卢米埃丹阳金鹰影城,32053411,,VISTA
天映影城,13020601,13020601,HuoFengHuang2
赣榆艾米国际影城,32111101,,中鑫汇科
桓仁新时代国际影城,21050051,21050051,ManTianXing
大连迈迪逊影院,21020541,20003615,DingXin
保利国际影城北京东坝店,11050801,20003636,DingXin
鑫垚电影院,13082301,13082301,HuoFengHuang2
恩施高德国际影城（来凤店）,42111201,42111201,ChenXing
华北电力大学（保定校区一校区）,00000023,,
豫都影城,41111201,41111201,Flamingo
嘉年华国际影城,41141101,,Flamingo
好声音影视城,41152401,41152401,Flamingo
武汉璇宫国际影城,42019051,20003751,DingXin
重庆创兴影院,50090061,,DingXin
韶关嘉禾国际影城,44051701,,ManTianXing
恒业国际影城(临汾店),14072601,,DingXin
营口恒大影城,21080131,21080131,HuoFengHuang
亳州恒大影城,34151101,34151101,HuoFengHuang
上影锦湖国际影城,61071001,,DingXin
抚顺顺城横店电影城4K,21040121,,DingXin
内蒙古呼市横店电影城滨海店,15010011,,DingXin
保利国际影城合肥安粮国贸店,34016301,20003659,DingXin
金夏国际影城,22031901,,ManTianXing
天天欢乐影城,34016401,20003662,DingXin
蓝田太平洋电影城,61015201,61015201,ManTianXing
内乡奥斯卡国际影城,41132301,,Flamingo
KM惠安影城,35054211,,DingXin
KM河源影城,44091101,,DingXin
KM苏州影城,32029301,,
奉贤横店电影城IMAX,31142601,,DingXin
越界影城IMAX汽博店,50120151,20003674,DingXin
越界影城IMAX江北嘴店,50050121,20003675,DingXin
金顺时代国际影城,15041291,,ManTianXing
上海优幕星天地影城,31074101,20004485,DingXin
仙游鑫鼎影城,35040801,,ManTianXing
长春市欢乐城国际影城,22114301,20003709,DingXin
贵定县银海星空影城,52271301,52271301,HuoFengHuang2
星城国际影院,13062901,20003683,DingXin
米东盘龙影城,65010901,37,OneNineZeroFive
华夏天山沙湾飞达影院,65422301,25,OneNineZeroFive
玛纳斯县时代凤凰影城,65232401,38,OneNineZeroFive
丹江口银兴博派国际影城,42092301,42092301,ChenXing
中影星美国际影城平凉店,62060201,20003337,DingXin
中影星美国际影城东莞石排店,44107001,44107001,HuoFengHuang2
晋宁县时光影城,53015301,53015301,HuoFengHuang2
韶关新视影环球国际影城,44051001,,ManTianXing
哈尔滨恒大名都影城,23010991,23010991,HuoFengHuang
河源恒大影城,44091301,44091301,HuoFengHuang
临汾恒大影城,14072711,14072711,HuoFengHuang
中影时代国际影城（唐延路店）,61017001,,HuoFengHuang2
防城港横店电影城,45090061,,DingXin
SFC上影嘉兴八佰伴店,33034301,,DingXin
SFC上影（大连百年港湾店）,21020581,,HuoFengHuang
SFC上影（常州月星环球港店）,32044211,,HuoFengHuang
SFC上影（昆明银海尚御店）,53015501,,HuoFengHuang
芜湖华昕影院,34023301,20003680,DingXin
光山奥斯卡影城,41151301,,Flamingo
遵义县横店电影城,52032501,,DingXin
金逸影城重庆中交丽景店,50040061,,VISTA
佛山中影UL城市影院,44137301,,ManTianXing
浚县奥斯卡国际影城,41061501,,Flamingo
星星国际影城抚顺东洲店,21040131,21040131,ChenXing
星星国际影城石家庄荣盛广场店,13017901,13017901,ChenXing
新视界汇福影城,62020801,20003682,DingXin
本溪环球影城,21050081,21050081,HuoFengHuang2
安庆恒大影城,34082201,34082201,HuoFengHuang
新乡恒大影城,41072901,41072901,HuoFengHuang
武威恒大影城,62100401,62100401,HuoFengHuang
阿荣旗那吉镇嘉美影院,15100109,15100109,Flamingo
犍为横店电影城,51140081,,DingXin
兰州横店电影城,62013201,,DingXin
北京耀莱成龙国际影城（临河里店）,11080821,20003712,DingXin
卢米埃影城(上海紫荆广场店),31092301,,VISTA
会理星空影城,51180011,20003719,DingXin
丽影国际影城,44137701,,HuoFengHuang2
天津耀莱成龙国际影城（蓟县店）,12250811,20003738,DingXin
商洛M³电影城堡,61100801,,DingXin
株洲时代凤凰国际电影城,43021101,43021101,ManTianXing
金逸福州影城紫阳巨幕店,35014421,,VISTA
爱尚国际影城,13017701,13017701,Flamingo
环球时代影城（高新店）,23050111,,HuoFengHuang2
保利国际影城经开区店,37087121,37087121,Flamingo
魔影国际影城,42174001,42174001,HuoFengHuang2
完美世界影城天意店（原17.5影城）,14242671,14242671,HuoFengHuang2
郑州耀莱成龙国际影城（普罗旺世店）,41016501,20003727,DingXin
保利国际影城宜兴文化中心店,32038011,20003711,DingXin
卢米埃深圳华强北九方IMAX影城,44011521,1028,VISTA
百花电影院,44082501,,ManTianXing
嘉裕国际影城沙坪坝店,50060121,,DingXin
遵义市横店电影城,52032701,,DingXin
肇东市龙升影院,23120201,23120201,ManTianXing
华人国际东方影城,46120101,20003339,DingXin
宿迁恒大影城,32121711,32121711,HuoFengHuang
兰州红星太平洋影城,62013301,20003853,DingXin
雷山县万城星空影城,52261601,20003757,DingXin
上影虹桥临空国际影城,31082201,,DingXin
成都百丽宫影城凯德天府店,51014221,20003774,DingXin
上海百丽宫影城协信店,31031601,20003741,DingXin
杭州金逸影视中心IMAX店,33019411,1006,VISTA
潇湘国际影城东塘店,43016001,43016001,ManTianXing
中影飞尚国际影城,51010031,51010031,HuoFengHuang2
紫荆国际影城大冶店,42022101,,ManTianXing
淮安左岸国际影城(超级巨幕),32092511,,HuoFengHuang
上海宝山宝龙横店电影城,31194601,,DingXin
广州花都横店电影城,44001291,,DingXin
临泉大地影城,34101601,,中鑫汇科
湖州梅地亚银河电影城,33023101,,HuoFengHuang2
华联国际影城平谷店,11160851,,DingXin
孝感耀莱成龙国际影城（孝昌店）,42072201,20003761,DingXin
银川艾美视界国际影城,64010291,20003953,DingXin
环县新视界翼龙影城,62040401,,DingXin
金逸影城中山天悦城店,44113801,,VISTA
金逸海珠城IMAX店,44001311,,VISTA
大庆恒大影城,23050311,23050311,HuoFengHuang
滨州横店电影城,37157041,,DingXin
中影MRS国际影城乐派店,61015601,,HuoFengHuang2
华谊影城惠州店,44083901,,DingXin
涟源市黄金海岸影院,43091901,43091901,ManTianXing
蛟河市紫金之星影城,22022101,22022101,ManTianXing
天润国际影城（赤坎世贸店）,44152401,,中鑫汇科
宁德横店电影城,35034471,,DingXin
横店电影城（裕华店）,41016601,,DingXin
东阳横店电影城城西店,33095101,,DingXin
原阳横店电影城,41073101,,DingXin
深圳百花金奖影城,44011011,44011011,HuoFengHuang2
南京恒大雅苑影城,32053611,32053611,HuoFengHuang
电子科技大学清水河校区,00000013,,OneNineZeroFive
四川大学锦城学院,00000014,,OneNineZeroFive
中影硕峰国际影城,53261101,,ManTianXing
时光影城勐海店,53280701,,HuoFengHuang2
宁乡佰潮汇影城,43015801,,ManTianXing
和林格尔县兰亚影城,15011346,,ManTianXing
保定四通影城,13025201,,DingXin
库尔勒金汇来奥斯卡影城,65281021,42,OneNineZeroFive
上海师范大学徐汇校区,00000015,,OneNineZeroFive
五指山星光翡翠国际影城,46160101,,ManTianXing
阳江星美国际影商城(嘉华店),44141901,44141901,HuoFengHuang2
中影JMS国际影城灞桥店,61017201,,DingXin
希恩国际影城（观澜巨幕店）,44011611,20003797,DingXin
北京物资学院大礼堂,00000016,,OneNineZeroFive
本溪华谊国际影城,21050071,,ManTianXing
云幕国际影城宜丰店,36090351,36090351,ManTianXing
梅州锦发影城,44061801,44061801,ManTianXing
新视界影城（河西堡店）,62110401,20003795,DingXin
天河影城洪湖店,42032601,,DingXin
佛山宏晟国际影城,44135901,,HuoFengHuang2
南京艺术学院观影剧院,00000017,,OneNineZeroFive
十堰比高电影院,42092501,20003814,DingXin
卢米埃长沙王府井影城,43016801,,VISTA
清原横店电影城,21040141,,DingXin
织金星空影城,52240901,,ManTianXing
万象缤纷城巨幕影院,14052481,14052481,ManTianXing
上影星海国际影城,32029061,20003590,DingXin
宽甸金马影城,21060151,,ManTianXing
梅河口莱纳影城,22051201,,ManTianXing
DMG国际影城虎门店,44107501,1003,HuoFengHuang2
南海湾环球国际影城,44141801,,HuoFengHuang2
平定县常青影城,14032641,20003821,DingXin
阳春市中影UL城市影院(万悦城店),44142001,,ManTianXing
上海东融国际影城,31092401,31092401,HuoFengHuang2
贵定灵智·东门鑫都星空影城,52271501,,HuoFengHuang2
中凯星鑫国际影城,52260401,,ManTianXing
谷岸电影城,43031801,,ManTianXing
飞欧全景声影院,44052001,,ManTianXing
苍南时代影城,33076901,33076901,ManTianXing
东归之星国际影城,65282711,44,OneNineZeroFive
哈尔滨嘉纳影城（道外店）,23010431,23010431,ManTianXing
龙江县佳宝影城,23022111,23022111,ManTianXing
中影星美长江影视城,32017911,32017911,HuoFengHuang2
百誉影院长沙南门口店,43016401,43016401,ManTianXing
中影南方国际影城（花溪万宜广场店）,52013301,20003775,DingXin
黔南州新旺角影城,52270901,,DingXin
泰兴华夏国际影城,32131901,74,OneNineZeroFive
南充恒大影城,51090031,51090031,HuoFengHuang
浙江大学紫金港校区,00000018,,OneNineZeroFive
会泽大和金影城,53031201,53031201,HuoFengHuang2
金逸空中电影城,44009601,1015,VISTA
重庆耀莱成龙国际影城（两江店）,50120161,20003887,DingXin
额敏县凤凰影城,65422131,43,OneNineZeroFive
吉木萨尔县凤凰国际影城,65232711,45,OneNineZeroFive
合山恒隆国际影城,45130041,,ManTianXing
天祝电影城,62100301,20003832,DingXin
中影蒙自新天地4D影城,53251201,,ManTianXing
常山极致未来影院,33112101,33112101,HuoFengHuang2
舞阳奥斯卡国际影城,41111901,,中鑫汇科
辛西娅国际影城,37037101,37037101,ChenXing
松原恒大影城,22081101,22081101,HuoFengHuang
金逸影城（成都嘉裕第六洲店）,51010321,,VISTA
Free国际影城上海宝杨店,31194701,31194701,HuoFengHuang2
首都影院中华店,暂无编码632,,
恭志国际影城,43101901,,ManTianXing
万福曹园影城,33094701,33094701,HuoFengHuang2
喀什奥都影城,65310104,18,OneNineZeroFive
石家庄铁道大学四方学院,00000019,,OneNineZeroFive
西亚影城商城店,41152801,,ChenXing
深圳红石影城,44011301,,中鑫汇科
横店电影城（蚌埠固镇店）,34031701,,DingXin
吴忠恒大影城,64030161,64030161,HuoFengHuang
DMG国际影城（悦秀店）,20003935,20003935,DingXin
DMG国际影城（良乡店）,11110921,11110921,HuoFengHuang2
SFC上影（青岛金狮广场店）,37037111,,HuoFengHuang
华谊兄弟影院廊坊店,13063301,13063301,DingXin
卢米埃温州万象城IMAX影城,33077701,,VISTA
金逸影城运城华曦店,14082911,,VISTA
东方尖峰影城,46120201,,HuoFengHuang2
横店电影城（德化无限城店）,41016901,,DingXin
梅州市星影电影城,44061001,,HuoFengHuang2
九江横店电影城（快乐城店）,36044201,,DingXin
兰州新视界西单影城,62013401,,DingXin
大连百丽宫影城恒隆广场店,21020621,20003872,DingXin
Free国际影城上海顾村店,31194801,31194801,HuoFengHuang2
东莞夏飞影城,44103001,,HuoFengHuang2
兰州恒大影院,62014001,62014001,HuoFengHuang
资阳恒大影城,51080161,51080161,HuoFengHuang
卢米埃北京住总万科影城,11140881,,VISTA
遵义橙天影城,52031001,,ManTianXing
潇湘佳福国际影城,43017701,43017701,ManTianXing
歙县横店电影城,34171801,,DingXin
郑州耀莱成龙国际影城（锦艺二店）,41016701,20003852,DingXin
星星国际影城沛县帝王大厦店,32073511,32073511,ChenXing
沅江嘉逸电影城,43071301,43071301,ManTianXing
哈尔滨嘉纳影城（红旗店）,23010811,23010811,ManTianXing
新天影电影城,44114601,20003895,DingXin
宁波江北横店电影城,33047401,,DingXin
唐人中影星空影城,37027151,37027151,ManTianXing
华夏国际影城观澜店,44011151,44011151,HuoFengHuang2
金逸影城（镇江扬中店）,32053811,,VISTA
中影红毯国际影城（航头店）,31127701,31127701,HuoFengHuang2
五常嘉纳影城,23018421,23018421,ManTianXing
信阳恒大影城,41153001,41153001,HuoFengHuang
曲靖芒果影城,53030901,53030901,ManTianXing
宁波大学,00000033,,OneNineZeroFive
华南理工大学,00000034,,OneNineZeroFive
衡水恒大影城（中国巨幕）,13083001,13083001,HuoFengHuang
吉林恒大影城,22022501,22022501,HuoFengHuang
成都恒大影城,51010681,51010681,HuoFengHuang
广东工贸职业技术学院,00000035,,OneNineZeroFive
惠州市时代凤凰影城,44084101,44084101,HuoFengHuang2
鲁山星美国际影城,41042201,41042201,ManTianXing
金逸UU国际影城浮桥店（全4K厅）,35054541,35054541,ManTianXing
长沙潇湘佳星国际影城,43015001,43015001,ManTianXing
中影星美国际影城创意天地店,42019071,20003934,DingXin
中影雷霆影院,52270201,52270201,HuoFengHuang2
有壹家电影院,62061101,62061101,ManTianXing
潇湘锑都国际影城,43091701,43091701,ManTianXing
星河世纪影城,44052201,,ManTianXing
上海鸿纳国际影城,31127801,31127801,HuoFengHuang2
青州奥卡国际影城,37067111,,DingXin
印象国际影城,52231101,,Flamingo
昌吉璀璨星空汽车电影院,65230141,,OneNineZeroFive
常德恒大影城,43083201,43083201,HuoFengHuang
镇江苏宁影城中山路店,32053911,32053911,ChenXing
莱阳新世纪电影城,37057061,,DingXin
韶关新视影城,44051601,,ManTianXing
河南大学,00000036,,OneNineZeroFive
CGV星聚汇影城（青岛新都心店）,37037121,,中鑫汇科
汇东影城,51040051,51040051,ManTianXing
中影数字圣谛影院,35024581,,ManTianXing
SFC上影（北京大兴龙湖店）,11140901,,HuoFengHuang2
怀仁横店电影城,14092971,,DingXin
重庆耀莱成龙国际影城（南坪店）,50080031,20003950,DingXin
杨凌恒大影城,61041501,61041501,HuoFengHuang
华夏久金国际影城,31127901,20003958,DingXin
东阳横店电影城新光天地店,33095201,,DingXin
清水河镇新视角润科城市影城,65402311,21,OneNineZeroFive
华夏国际影城通城三合广场店,42082001,42082001,HuoFengHuang2
云浮恒大影城,44191101,44191101,HuoFengHuang
哈尔滨恒大城影城,23019941,23019941,HuoFengHuang
孟州银河国际影城,41082601,41082601,HuoFengHuang2
卢米埃上海大融城影城,31183601,1031,VISTA
金逸钟楼影城,35024571,35024571,Flamingo
重庆恒大金碧天下影城,50160051,50160051,HuoFengHuang
集鸿发中影国际影城后亭店,44011781,,HuoFengHuang2
中天国际影城,61100701,,ManTianXing
三亚红树林国际影城,46031301,46031301,HuoFengHuang2
DMG国际影城唐山店,13052501,1004,HuoFengHuang2
杭州比高电影城（三墩店）,33018141,20003977,DingXin
方正县隆泰影城,23019931,23019931,ManTianXing
SFC上影（天山缤谷广场店）,31082401,,HuoFengHuang2
乌鲁木齐万达广场店,65010641,,DingXin
长春恒大影城名都店,22114801,22114801,HuoFengHuang
庄影影城,32029241,32029241,ChenXing
时代华纳国际影城洪庆店,61016701,45080401,ManTianXing
亨达数字影城（塘厦店）,44109901,20003972,DingXin
江苏南通横店港闸影城,32106211,,DingXin
上海7﹢影城,31114901,20003985,DingXin
乌什燕山影院,65292711,,OneNineZeroFive
米高梅国际影城商丘店,41143101,,Flamingo
中影星美大北门影城,41033901,41033901,ManTianXing
湖南农业大学,00000038,,OneNineZeroFive
伊犁东方银河,65400204,,
新疆库尔勒汇嘉麦田国际影城,65281011,,
MS国际影城(石河子店）,65901051,55,OneNineZeroFive
中影星美国际影城达美D六区店,43018201,,ManTianXing
上海苏宁影城,31142701,31142701,ChenXing
新疆乌鲁木齐幸福电影院,10000000,,
新疆米东盘龙影院,10000001,,
新疆地王戛纳国际影城,10000002,,
新疆乌鲁木齐融信源华夏天山影城,10000003,,
智慧影院北京朝阳店,10000004,,VISTA
智慧影院新疆店,10000005,,VISTA
智慧影院喀什店,10000006,,VISTA
戴维激光影城（呈贡大学城）,53016201,,HuoFengHuang2
嘉兴新文化电影博物馆影城,33034601,33034601,HuoFengHuang2
上海比高电影城（江镇店）,20004010,20004010,DingXin
武汉百丽宫影城壹方店,42019091,,DingXin
齐齐哈尔恒大影院,23029981,23029981,HuoFengHuang
保利国际影城杭州中南乐游城店,33018231,,DingXin
保利国际影城扬州彩虹汇店,32063811,,DingXin
嘉星影城（黑大店）,23019991,,HuoFengHuang2
北京语言大学（21世纪校园专用）,00000039,,VISTA
江苏信息职业技术学院成蹊影院,00000040,,OneNineZeroFive
昆明理工大学（红土会堂&机电学院）,00000041,,OneNineZeroFive
上海应用技术大学,00000042,,OneNineZeroFive
大竹电影城,51100301,51100301,ManTianXing
光影国际影城,51100011,51100011,ManTianXing
鞍山苏宁影城,21030231,21030231,ChenXing
明星时代影城（贵阳汇金店）,52013501,20003965,DingXin
重庆金逸珠江影城（沙坪坝店）,50060141,20004034,DingXin
MC唐德电影公园,43103101,20004026,HuoFengHuang2
武汉金逸影城江夏店,42019121,,中鑫汇科
中山金逸影城三乡店,44110491,,VISTA
明星时代影城上海南翔店,31183801,20004031,DingXin
北京耀莱成龙国际影城（温泉镇店）,11060961,,DingXin
太平洋影城阆中店,51090051,20004023,DingXin
上海百老汇影城(宝龙店),31115001,,DingXin
佛冈城春国际影城,44181501,44181501,HuoFengHuang2
佛山百老汇影城,44138701,,DingXin
上海电机学院小剧场影院,00000043,,OneNineZeroFive
星烨潇湘国际影城,41012701,41012701,ManTianXing
永兴中影星河电影城,43100901,43100901,ManTianXing
太平洋院线蓬安影城,51090041,20004042,Flamingo
杭州百美汇影城(嘉里中心店),33018251,,DingXin
